threads,processes,griddim,blocos,duration,io_alocation
0,0,8,8,1.413792,1.547054
0,0,8,8,1.48081,1.718564
0,0,8,8,1.48511,1.635915
0,0,8,8,1.480656,1.710945
0,0,8,8,1.475867,1.715894
0,0,8,8,1.482053,1.732565
0,0,8,8,1.488942,1.742005
0,0,8,8,1.479783,1.699513
0,0,8,8,1.484796,1.732862
0,0,8,8,1.469882,1.693561
0,0,8,8,1.474662,1.686992
0,0,8,8,1.487244,1.734466
0,0,8,8,1.475194,1.726073
0,0,8,8,1.489953,1.758463
0,0,8,8,1.493682,1.751286
0,0,8,16,1.437443,1.67543
0,0,8,16,1.44722,1.675949
0,0,8,16,1.475858,1.712786
0,0,8,16,1.450006,1.680532
0,0,8,16,1.440799,1.699645
0,0,8,16,1.464857,1.718626
0,0,8,16,1.458527,1.681239
0,0,8,16,1.433286,1.647808
0,0,8,16,1.45788,1.678478
0,0,8,16,1.468665,1.715265
0,0,8,16,1.428802,1.66255
0,0,8,16,1.429774,1.659857
0,0,8,16,1.424028,1.659194
0,0,8,16,1.426485,1.646914
0,0,8,16,1.468295,1.691753
0,0,16,8,1.41914,1.631749
0,0,16,8,1.446947,1.672637
0,0,16,8,1.439154,1.698999
0,0,16,8,1.448348,1.684428
0,0,16,8,1.461893,1.724134
0,0,16,8,1.435846,1.682473
0,0,16,8,1.433073,1.691566
0,0,16,8,1.448973,1.682269
0,0,16,8,1.438192,1.656948
0,0,16,8,1.417544,1.636787
0,0,16,8,1.444373,1.67535
0,0,16,8,1.468433,1.71266
0,0,16,8,1.420112,1.649106
0,0,16,8,1.444123,1.669293
0,0,16,8,1.421498,1.666478
0,0,16,16,1.39684,1.61842
0,0,16,16,1.416922,1.645842
0,0,16,16,1.416894,1.66832
0,0,16,16,1.400913,1.63056
0,0,16,16,1.396949,1.65274
0,0,16,16,1.418288,1.653698
0,0,16,16,1.414672,1.664373
0,0,16,16,1.40162,1.618671
0,0,16,16,1.397645,1.617348
0,0,16,16,1.398035,1.646618
0,0,16,16,1.399292,1.628412
0,0,16,16,1.400724,1.631997
0,0,16,16,1.402869,1.638246
0,0,16,16,1.398653,1.618882
0,0,16,16,1.429892,1.667669
