threads,size,mean_duration,mean_io_alocation,ci_duration,ci_io_alocation
1,16,0.00045450000000000004,0.0005037,2.807433466115745e-5,1.4581193976412826e-5
1,32,0.0014255,0.0014972000000000002,9.076044023202572e-5,9.969190191117166e-5
1,64,0.004923000000000001,0.005075400000000001,3.475585961787983e-5,3.934347078402359e-5
1,128,0.018443800000000003,0.018904000000000004,0.0015820438809253476,0.0015956692655364954
1,256,0.0711358,0.0728405,0.0004671098492931447,0.0004624531750470654
1,512,0.46133369999999996,0.4726083000000001,0.33915052520439887,0.3456422342973636
1,1024,1.4792001999999997,1.5173424,1.0880102206609163,1.113656073972087
1,2048,6.0919513,6.269782099999999,1.0211664268373526,1.076368650589905
1,4096,24.4801913,25.2199041,3.232072034004261,3.3644015774145593
1,8192,87.29137839999999,89.22099569999999,16.52198157701072,16.503884999256645
2,16,0.00030939999999999993,0.0003589,2.955493987662825e-5,3.313952430423696e-5
2,32,0.0008372000000000001,0.0009102000000000001,1.55652467589392e-5,1.6024656557248833e-5
2,64,0.0029267999999999994,0.0030973999999999997,2.3965848293862646e-5,2.510364789782119e-5
2,128,0.009414200000000001,0.0098838,0.0014735185044179875,0.0015672062168556858
2,256,0.0358815,0.0375911,0.0007575750042221721,0.0007670046796786125
2,512,0.1420505,0.14885189999999998,0.0010010470680464735,0.0009796251109616694
2,1024,0.803538,0.8377513999999999,0.60115351762006,0.6178920996720875
2,2048,2.9497638999999998,3.1025969000000004,1.0675738964744237,1.075682093347175
2,4096,12.324758800000001,12.975589599999998,1.0392264795472261,1.3060377196218227
2,8192,51.579873799999994,54.181052699999995,3.589955281411696,3.60840904445511
4,16,0.00024719999999999994,0.00029739999999999996,2.3858745799205603e-5,2.828563640200916e-5
4,32,0.0005406,0.0006132,3.3495043480756597e-5,3.40084946251178e-5
4,64,0.0017926,0.0019618,9.834001459787923e-5,9.893977840641807e-5
4,128,0.0058847000000000005,0.0063531,0.0015500718650637536,0.001620234645113684
4,256,0.022322299999999996,0.024034099999999996,7.295162244787872e-5,0.00015418791242434603
4,512,0.08192200000000001,0.0887602,0.004915828829928433,0.004880791704405704
4,1024,0.46064930000000004,0.5025594,0.30659896364433337,0.3340003189531625
4,2048,1.7870779000000003,1.9711919000000002,1.0744432028619024,1.144602457368109
4,4096,7.091178599999999,7.7937262999999986,0.9047011166158871,1.00030289329714
4,8192,33.69178290000001,36.560428,9.505609424512116,9.489072512363048
8,16,0.0002463,0.00029560000000000003,4.092652299480673e-5,4.218125629023183e-5
8,32,0.00048669999999999996,0.0005598,6.312735079011139e-5,6.355022734464098e-5
8,64,0.001498,0.0016671000000000001,0.0001890268458300155,0.00019028146866039146
8,128,0.0042555,0.004745299999999999,0.0007067371238460749,0.0007991781262828012
8,256,0.014531000000000002,0.016240499999999998,0.001479919556612603,0.0015204413563026879
8,512,0.05462589999999999,0.061699500000000004,0.005115055146888993,0.0061383575999882315
8,1024,0.35176060000000003,0.3984643,0.21415626622869463,0.24553603213823377
8,2048,1.3781867,1.5683639,0.6764098410302003,0.7633574322810684
8,4096,5.5008898,6.1622154,0.5146809428421434,0.7004496823578751
8,8192,23.3150147,25.842377400000004,3.840283700918042,4.388706374246952
16,16,0.0003955,0.00044649999999999996,0.00027720780123702623,0.0002849525897408199
16,32,0.0005273,0.0006023,3.9880635456878596e-5,4.1424115574277615e-5
16,64,0.0014575,0.0016309,0.00021604351351830345,0.00021680913670784265
16,128,0.0042246,0.0047245,0.0010201658056435945,0.0011182582999170333
16,256,0.0137707,0.015493100000000001,0.0008328398795126624,0.0008018838048163008
16,512,0.053208500000000006,0.060087299999999996,0.00026446728358889526,0.00042769741995948396
16,1024,0.3393144,0.3826805,0.21918013020471092,0.24910374545825964
16,2048,1.3676148,1.5671644999999998,0.7092141758198187,0.7346788309842175
16,4096,6.565575300000001,7.403752,2.0151200816800223,2.3425209057067375
16,8192,30.1583962,34.1246656,1.0516874247461523,1.0327199022875193
32,16,0.0012845999999999999,0.0013713,0.00039977829153447315,0.000400547205729584
32,32,0.0013279000000000001,0.0014712,0.0006144109025219017,0.0006079390767137408
32,64,0.0030502999999999997,0.0033646,0.0009331160229015229,0.0009274168267613004
32,128,0.0083154,0.0095071,0.0007218698892182716,0.0008532915769887805
32,256,0.031866,0.035999800000000005,0.0024177554910655838,0.0026290538903432337
32,512,0.1217368,0.13804310000000003,0.006017836331463694,0.006214325434769787
32,1024,0.48614489999999994,0.5499265,0.008753482514990741,0.010017773929975094
32,2048,1.9347356999999998,2.1987615000000003,0.021273017931192007,0.03629468751271463
32,4096,7.6710503,8.6946448,0.10614251895606285,0.12185836202546729
32,8192,30.4825394,34.51403069999999,0.17627647296021645,0.25059584506732946
