threads,size,mean_duration,mean_io_alocation,ci_duration,ci_io_alocation
1,16,0.00023280000000000002,0.00032819999999999995,4.9848948010743205e-5,4.846835136916092e-5
1,32,0.0004770000000000001,0.0006425,7.038434927043246e-5,9.10843677281917e-5
1,64,0.0015199999999999999,0.0018429999999999998,0.00020340817507880283,0.00023040353700988758
1,128,0.0056281,0.0068485,0.0009074244720232456,0.0012898779871669177
1,256,0.020804399999999997,0.0247506,0.0007634390518233187,0.0008225698625270549
1,512,0.0817333,0.0972632,0.005015866585043018,0.005158276134568819
1,1024,0.3217444,0.386844,0.005139790000905122,0.012484162008133869
1,2048,1.2867684000000001,1.5452780999999998,0.02282443866038102,0.0349548510907985
1,4096,5.130441200000002,6.1510053,0.060850844304912784,0.07860694713858533
1,8192,19.5873666,23.388723699999996,3.432141074311811,3.4914349421969066
2,16,0.00020789999999999996,0.00030000000000000003,5.147213597882083e-5,5.114394153324081e-5
2,32,0.0003349,0.0004842999999999999,5.641751800440868e-5,8.743958127377632e-5
2,64,0.0008420000000000001,0.0011646,0.00019020192965489184,0.00021629221402743297
2,128,0.0028752,0.0039448999999999994,0.0004541947771312803,0.0005603988898236288
2,256,0.0105019,0.014564099999999996,0.00034325868467446587,0.0005054912662439272
2,512,0.0415219,0.0586128,0.0012857462062268222,0.005260979865159892
2,1024,0.1646667,0.2309602,0.009042854381125462,0.014092484499947556
2,2048,0.6600983000000001,0.9288985000000001,0.044141179200238516,0.06412205997177643
2,4096,2.5430121999999997,3.5203042000000004,0.08283485407421902,0.14821001013624868
2,8192,10.583482100000001,14.8822307,0.12475459740236104,0.47546486150339895
4,16,0.00020310000000000003,0.0002891,4.6459764001887827e-5,4.3948019598915556e-5
4,32,0.0006060999999999999,0.0007452,0.001546368772053491,0.001542308378537401
4,64,0.0009962,0.0013013000000000002,0.0013947679134441449,0.0013999910614381319
4,128,0.0017811999999999997,0.0028580000000000003,0.00020180873391517144,0.00022163123646674397
4,256,0.0061981,0.0103293,0.0009067972238255794,0.00099638197870317
4,512,0.028161400000000003,0.0476184,0.017886103262799803,0.03234698045252144
4,1024,0.0996176,0.1673006,0.01179259051779662,0.014454662793385094
4,2048,0.36839199999999994,0.6535343,0.04211680556070912,0.06169863588220131
4,4096,1.4211662,2.4916370999999997,0.13992888342260437,0.177231115841798
4,8192,5.5315842,9.8242408,0.1513866874179795,0.18659395833534387
8,16,0.0005667000000000001,0.0006593999999999999,0.0010551643004743647,0.0010531482858890816
8,32,0.0008062000000000002,0.0009598,0.0018819538102538248,0.0019172221789569529
8,64,0.0011961000000000003,0.0015191,0.001678441549263284,0.0016913066142627388
8,128,0.0024865999999999994,0.0036649,0.0034030259071701333,0.003626006409724064
8,256,0.0051934,0.0091314,0.0015783041088403152,0.0017982639387241121
8,512,0.017299000000000002,0.034025099999999996,0.0010892934013080843,0.002111993642368378
8,1024,0.0701023,0.13903,0.005556354451090312,0.010910918099298521
8,2048,0.2722236,0.5459263,0.015743888104516546,0.03451360076497794
8,4096,1.0601607999999998,2.1131145000000005,0.07968695270044046,0.11205158593106064
8,8192,3.9953965999999994,8.0805395,0.38814590610224947,0.5685518626416628
16,16,0.0006159,0.0007030000000000001,0.00016309128999155998,0.00016607008533882445
16,32,0.0006629,0.000793,0.00020323907362731434,0.00020390699753673107
16,64,0.0006808,0.0009847,0.0001798051199864268,0.00017830147757847285
16,128,0.0014424,0.0024310999999999994,0.0002558885738059526,0.00027256993064777587
16,256,0.0042147999999999994,0.0079501,0.0005298020147774281,0.0005038063834274252
16,512,0.014849200000000002,0.029669700000000004,0.0005695304192207632,0.000613192960182827
16,1024,0.05737489999999999,0.11686820000000002,0.000619023214341217,0.0012166764092103074
16,2048,0.23614549999999995,0.4771001999999999,0.0268884924232158,0.029287021491977868
16,4096,0.9180888999999999,1.8718488000000004,0.04509659104029713,0.04922644133615744
16,8192,3.1267962999999996,6.0691667,0.9473519903549437,2.092023970710609
32,16,0.0011472000000000001,0.0012342999999999998,0.00021613941410323316,0.00021929053284525424
32,32,0.0011756999999999998,0.0013096,0.00012325354543469427,0.00012147854490036962
32,64,0.0011779999999999998,0.0014778000000000003,0.00013973393384094878,0.00013775204493743254
32,128,0.0017483000000000002,0.0027475999999999998,0.00025112156599278105,0.00023360335096531107
32,256,0.0045715,0.008284299999999998,0.0006040286619395179,0.0005986009927006658
32,512,0.0148918,0.029678799999999998,0.00026675336777213875,0.0003674612915910705
32,1024,0.028574699999999998,0.0594993,0.0012830764912921866,0.020355496623893778
32,2048,0.1679472,0.345272,0.11903268574697407,0.2465817229938451
32,4096,0.6544587999999999,1.2619175,0.4299279686795987,0.8436279019935179
32,8192,2.5928128,5.0687156,1.11846625744781,0.6160480682578661
