threads,size,mean_duration,mean_io_alocation,ci_duration,ci_io_alocation
0,16,8.080000000000001e-5,0.00017289999999999997,3.285948427268248e-5,7.393614890941748e-5
0,32,0.0003396,0.0004958,0.0002504086127024299,0.000405300324006779
0,64,0.0013337000000000002,0.0017034,0.0010675194974102866,0.0015701746908276019
0,128,0.0050639000000000005,0.0061506,0.0033882304382054983,0.004213709504819292
0,256,0.017058700000000003,0.020683899999999998,0.008086788301565022,0.008923599173217547
0,512,0.0639297,0.07649489999999999,0.04088769975868395,0.04750743373139343
0,1024,0.2532796,0.3043549,0.1682911761149738,0.19975198701745808
0,2048,0.9975002,1.1964634,0.6389474964977605,0.7622668096209578
0,4096,3.8714235,4.653003200000001,0.9253654230654967,0.7645687372330136
0,8192,16.958352500000004,20.4435562,3.5450226537885303,4.142242820027718
